KO	pval	FoldEnrichment	genes	size	cluster
Pyruvate metabolism	0	5.4771296684851	K00090---ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]|K01679---E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]|K01895---ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K01649---leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]|K01638---aceB, glcB; malate synthase [EC:2.3.3.9]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K12972---ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]|K01596---E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]|K01961---accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]|K00024---mdh; malate dehydrogenase [EC:1.1.1.37]|K01679---E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]|K00161---PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]|K00162---PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]|K01961---accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]|K12972---ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K00024---mdh; malate dehydrogenase [EC:1.1.1.37]|K00116---mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]|K00873---PK, pyk; pyruvate kinase [EC:2.7.1.40]|K00382---DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]|K00163---aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]|K01649---leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]|K00925---ackA; acetate kinase [EC:2.7.2.1]	26	nonDEG_nonPA
Quorum sensing	0	9.47964750314729	K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K03100---lepB; signal peptidase I [EC:3.4.21.89]|K03106---SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]|K03110---ftsY; fused signal recognition particle receptor|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K14645---K14645; serine protease [EC:3.4.21.-]|K11752---ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]|K09936---TC.BAT2; bacterial/archaeal transporter family-2 protein|K01998---livM; branched-chain amino acid transport system permease protein|K01995---livG; branched-chain amino acid transport system ATP-binding protein|K01999---livK; branched-chain amino acid transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K03100---lepB; signal peptidase I [EC:3.4.21.89]|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K03217---yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]|K11752---ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K11749---rseP; regulator of sigma E protease [EC:3.4.24.-]|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein|K01626---E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]|K03075---secG; preprotein translocase subunit SecG|K03210---yajC; preprotein translocase subunit YajC|K02031---ABC.PE.A; peptide/nickel transport system ATP-binding protein|K01657---trpE; anthranilate synthase component I [EC:4.1.3.27]|K02035---ABC.PE.S; peptide/nickel transport system substrate-binding protein	45	nonDEG_nonPA
Riboflavin metabolism	0	2.45768638970485	K11752---ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]|K00794---ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]|K14652---ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]|K11752---ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]|K11753---ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	5	nonDEG_nonPA
Ribosome	0	9.83074555881942	K02967---RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2|K02884---RP-L19, MRPL19, rplS; large subunit ribosomal protein L19|K02911---RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32|K02897---RP-L25, rplY; large subunit ribosomal protein L25|K02948---RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11|K02952---RP-S13, rpsM; small subunit ribosomal protein S13|K02886---RP-L2, MRPL2, rplB; large subunit ribosomal protein L2|K02892---RP-L23, MRPL23, rplW; large subunit ribosomal protein L23|K02992---RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7|K02950---RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12|K02863---RP-L1, MRPL1, rplA; large subunit ribosomal protein L1|K02914---RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34|K02990---RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6|K02939---RP-L9, MRPL9, rplI; large subunit ribosomal protein L9|K02916---RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35|K02887---RP-L20, MRPL20, rplT; large subunit ribosomal protein L20|K02919---RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36|K02909---RP-L31, rpmE; large subunit ribosomal protein L31|K02986---RP-S4, rpsD; small subunit ribosomal protein S4|K02968---RP-S20, rpsT; small subunit ribosomal protein S20	20	nonDEG_nonPA
Ribosome biogenesis [BR:ko03009]	0	54.5606378514478	K03685---rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]|K08316---rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]|K06942---ychF; ribosome-binding ATPase|K02528---ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]|K07056---rsmI; 16S rRNA (cytidine1402-2-O)-methyltransferase [EC:2.1.1.198]|K03790---rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]|K03218---rlmB; 23S rRNA (guanosine2251-2-O)-methyltransferase [EC:2.1.1.185]|K03789---rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]|K03817---rimL; ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]|K11391---rlmG; 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]|K03790---rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]|K14761---ybcJ; ribosome-associated protein|K03789---rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]|K03790---rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]|K03790---rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]|K03501---gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]|K03215---rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]|K06949---rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]|K07566---tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]|K02600---nusA; N utilization substance protein A|K02834---rbfA; ribosome-binding factor A|K03665---hflX; GTPase|K03790---rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]|K00563---rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]|K06442---tlyA; 23S rRNA (cytidine1920-2-O)/16S rRNA (cytidine1409-2-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]|K06178---rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]|K03977---engA, der; GTPase|K03438---mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]|K03218---rlmB; 23S rRNA (guanosine2251-2-O)-methyltransferase [EC:2.1.1.185]|K03500---rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]|K03790---rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]|K03595---era, ERAL1; GTPase|K07042---ybeY, yqfG; probable rRNA maturation factor|K09761---rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]|K09710---ybeB; ribosome-associated protein|K03979---obgE, cgtA; GTPase [EC:3.6.5.-]|K08301---rng, cafA; ribonuclease G [EC:3.1.26.-]	37	nonDEG_nonPA
Secretion system [BR:ko02044]	0	6.26710029374738	K03106---SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]|K03110---ftsY; fused signal recognition particle receptor|K12510---tadB; tight adherence protein B|K03116---tatA; sec-independent protein translocase protein TatA|K02654---pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]|K03217---yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase|K03116---tatA; sec-independent protein translocase protein TatA|K02242---comFC; competence protein ComFC|K02283---cpaF, tadA; pilus assembly protein CpaF|K02221---yggT; YggT family protein|K03118---tatC; sec-independent protein translocase protein TatC|K03116---tatA; sec-independent protein translocase protein TatA|K03075---secG; preprotein translocase subunit SecG|K03074---secF; preprotein translocase subunit SecF|K03072---secD; preprotein translocase subunit SecD|K03210---yajC; preprotein translocase subunit YajC|K02237---comEA; competence protein ComEA	17	nonDEG_nonPA
Streptomycin biosynthesis	0	6.63575325220311	K00010---iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]|K00010---iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]|K00010---iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]|K00010---iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]|K01710---E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]|K01835---pgm; phosphoglucomutase [EC:5.4.2.2]|K00067---rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]|K01835---pgm; phosphoglucomutase [EC:5.4.2.2]|K00010---iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	9	nonDEG_nonPA
Sulfur metabolism	0	7.37305916911456	K02439---glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]|K15553---ssuA; sulfonate transport system substrate-binding protein|K15554---ssuC; sulfonate transport system permease protein|K00641---metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]|K00387---SUOX; sulfite oxidase [EC:1.8.3.1]|K00387---SUOX; sulfite oxidase [EC:1.8.3.1]|K00380---cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]|K00641---metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]|K17218---sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]|K00387---SUOX; sulfite oxidase [EC:1.8.3.1]	10	nonDEG_nonPA
Sulfur relay system	0	2.45768638970485	K00566---mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]|K04487---iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]|K03637---moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]|K03635---MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]|K03636---moaD, cysO; sulfur-carrier protein	5	nonDEG_nonPA
Synthesis and degradation of ketone bodies	0	7.37305916911456	K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K01028---E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K01641---E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	5	nonDEG_nonPA
Terpenoid backbone biosynthesis	0	3.53906840117499	K03527---ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]|K00806---uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]|K00919---ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K02523---ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]|K01641---E2.3.3.10; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]|K00099---dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]|K00626---E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]|K00054---mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]|K13787---idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]|K01662---dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	12	nonDEG_nonPA
Thermogenesis	0	8.84767100293747	K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]|K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]|K01897---ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]|K00412---CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit|K02259---COX15, ctaA; cytochrome c oxidase assembly protein subunit 15|K02257---COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]	6	nonDEG_nonPA
Thiamine metabolism	0	7.37305916911456	K04487---iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]|K00946---thiL; thiamine-monophosphate kinase [EC:2.7.4.16]|K06949---rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]|K00878---thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]|K01662---dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	5	nonDEG_nonPA
Transcription factors [BR:ko03000]	0	143.037347880822	K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K03973---pspC; phage shock protein C|K02167---betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes|K03704---cspA; cold shock protein (beta-ribbon, CspA family)|K11475---vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator|K19337---hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator|K03719---lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K16137---nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon|K03704---cspA; cold shock protein (beta-ribbon, CspA family)|K03704---cspA; cold shock protein (beta-ribbon, CspA family)|K19591---cueR; MerR family transcriptional regulator, copper efflux regulator|K03483---mtlR; mannitol operon transcriptional antiterminator|K07729---K07729; putative transcriptional regulator|K11475---vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator|K02624---pcaR; IclR family transcriptional regulator, pca regulon regulatory protein|K09684---pucR; purine catabolism regulatory protein|K05799---pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex|K03709---troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator|K16137---nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon|K05799---pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex|K13653---K13653; AraC family transcriptional regulator|K05799---pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex|K10947---padR; PadR family transcriptional regulator, regulatory protein PadR|K03892---arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K02624---pcaR; IclR family transcriptional regulator, pca regulon regulatory protein|K11475---vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator|K02167---betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K03719---lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein|K13653---K13653; AraC family transcriptional regulator|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K03718---asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA|K19591---cueR; MerR family transcriptional regulator, copper efflux regulator|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K03892---arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor|K05799---pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K13653---K13653; AraC family transcriptional regulator|K02647---cdaR; carbohydrate diacid regulator|K05799---pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex|K16137---nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon|K19591---cueR; MerR family transcriptional regulator, copper efflux regulator|K02624---pcaR; IclR family transcriptional regulator, pca regulon regulatory protein|K04033---eutR; AraC family transcriptional regulator, ethanolamine operon transcriptional activator|K03718---asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA|K02624---pcaR; IclR family transcriptional regulator, pca regulon regulatory protein|K07729---K07729; putative transcriptional regulator|K03711---fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator|K11475---vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator|K03892---arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor|K07506---K07506; AraC family transcriptional regulator|K05799---pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex|K03711---fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator|K18476---tetR; TetR/AcrR family transcriptional regulator, tetracycline repressor protein|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K19591---cueR; MerR family transcriptional regulator, copper efflux regulator|K10947---padR; PadR family transcriptional regulator, regulatory protein PadR|K16137---nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon|K19337---hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator|K19591---cueR; MerR family transcriptional regulator, copper efflux regulator|K07727---K07727; putative transcriptional regulator|K19591---cueR; MerR family transcriptional regulator, copper efflux regulator|K05311---cggR; central glycolytic genes regulator|K07729---K07729; putative transcriptional regulator|K03973---pspC; phage shock protein C|K03524---birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]|K03892---arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K07506---K07506; AraC family transcriptional regulator|K18955---whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator|K18955---whiB1_2_3_4; WhiB family transcriptional regulator, redox-sensing transcriptional regulator|K05311---cggR; central glycolytic genes regulator|K22105---fabR; TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator|K16137---nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon|K07729---K07729; putative transcriptional regulator|K11475---vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator|K19736---aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness|K03718---asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA|K05799---pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex|K11475---vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator|K05799---pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex|K16137---nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon|K03710---K03710; GntR family transcriptional regulator|K21744---tipA; MerR family transcriptional regulator, thiopeptide resistance regulator|K19591---cueR; MerR family transcriptional regulator, copper efflux regulator|K03718---asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA|K07736---carD; CarD family transcriptional regulator|K07738---nrdR; transcriptional repressor NrdR|K02825---pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]|K19591---cueR; MerR family transcriptional regulator, copper efflux regulator|K03892---arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor|K06075---slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin|K02647---cdaR; carbohydrate diacid regulator|K03705---hrcA; heat-inducible transcriptional repressor	97	nonDEG_nonPA
Transcription machinery [BR:ko03021]	0	7.37305916911456	K03624---greA; transcription elongation factor GreA|K10843---ERCC3, XPB; DNA excision repair protein ERCC-3 [EC:3.6.4.12]|K03088---rpoE; RNA polymerase sigma-70 factor, ECF subfamily|K03088---rpoE; RNA polymerase sigma-70 factor, ECF subfamily|K03040---rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]|K03046---rpoC; DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]|K19707---rsbQ; sigma-B regulation protein RsbQ|K03088---rpoE; RNA polymerase sigma-70 factor, ECF subfamily|K02600---nusA; N utilization substance protein A|K03086---rpoD; RNA polymerase primary sigma factor	10	nonDEG_nonPA
Transfer RNA biogenesis [BR:ko03016]	0	22.1191775073437	K00566---mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]|K04487---iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]|K01885---EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]|K00989---rph; ribonuclease PH [EC:2.7.7.56]|K01874---MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]|K01883---CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]|K06980---ygfZ; tRNA-modifying protein YgfZ|K01409---KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]|K14742---tsaB; tRNA threonylcarbamoyladenosine biosynthesis protein TsaB|K06925---tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE|K04567---KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]|K04075---tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]|K01880---GARS, glyS1; glycyl-tRNA synthetase [EC:6.1.1.14]|K03536---rnpA; ribonuclease P protein component [EC:3.1.26.5]|K01867---WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]|K11991---tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]|K01887---RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]|K07566---tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]|K03177---truB, PUS4, TRUB1; tRNA pseudouridine55 synthase [EC:5.4.99.25]|K00962---pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]|K00791---miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]|K01890---FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]|K01866---YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]|K01875---SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]|K13628---iscA; iron-sulfur cluster assembly protein|K07442---TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]|K01872---AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]|K01868---TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]|K05540---dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]|K01870---IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]	30	nonDEG_nonPA
Translation factors [BR:ko03012]	0	13.2715065044062	K01056---PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]|K02518---infA; translation initiation factor IF-1|K02358---tuf, TUFM; elongation factor Tu|K02355---fusA, GFM, EFG; elongation factor G|K02493---hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]|K02519---infB, MTIF2; translation initiation factor IF-2|K02520---infC, MTIF3; translation initiation factor IF-3|K02356---efp; elongation factor P|K15034---yaeJ; ribosome-associated protein	9	nonDEG_nonPA
Transport	0	2.94922366764582	K03294---TC.APA; basic amino acid/polyamine antiporter, APA family|K03457---TC.NCS1; nucleobase:cation symporter-1, NCS1 family|K03306---TC.PIT; inorganic phosphate transporter, PiT family|K03306---TC.PIT; inorganic phosphate transporter, PiT family|K03294---TC.APA; basic amino acid/polyamine antiporter, APA family|K03294---TC.APA; basic amino acid/polyamine antiporter, APA family	6	nonDEG_nonPA
